neurotransmitter,neuron_class,bodyId_pre,bodyId_post,roi_post,x_pre,y_pre,z_pre,x_post,y_post,z_post,confidence_pre,confidence_post
glutamate,neuron7,17623,11168,IntTct,27301,30867,49963,27307,30884,49963,0.973,1.0
glutamate,neuron7,17623,16940,LTct,25174,30777,48367,25163,30783,48333,0.975,0.893518
glutamate,neuron7,17623,10950,LegNp(T1)(R),27903,32746,51320,27891,32746,51333,0.965,1.0
glutamate,neuron7,17623,39615266627,LTct,24794,31841,49528,24769,31839,49515,0.964,0.941486
glutamate,neuron7,17623,40857060121,LegNp(T1)(R),26419,33613,51178,26402,33627,51187,0.977,0.99951
glutamate,neuron7,17623,40429054412,IntTct,27028,31211,50437,27036,31216,50415,0.979,0.999977
glutamate,neuron7,17623,31822299349,LegNp(T2)(R),27873,32461,39696,27887,32448,39698,0.976,0.999999
glutamate,neuron7,17623,16490,LegNp(T2)(R),27967,32066,40924,27952,32070,40895,0.969,0.549411
glutamate,neuron7,17623,19233,LegNp(T2)(R),27967,32066,40924,27967,32060,40942,0.969,0.997609
glutamate,neuron7,17623,13539,LegNp(T2)(R),27873,32461,39696,27892,32461,39704,0.976,0.999523
glutamate,neuron7,17623,40429053847,IntTct,27028,31211,50437,27035,31229,50441,0.979,0.999998
glutamate,neuron7,17623,38783983241,LTct,25310,30780,48427,25316,30786,48463,0.968,0.250118
glutamate,neuron7,17623,38362975237,LTct,25124,29209,48046,25122,29191,48040,0.964,1.0
glutamate,neuron7,17623,31829452845,LegNp(T2)(R),28741,33586,39689,28764,33603,39666,0.98,0.203741
glutamate,neuron7,17623,38362978538,LTct,25170,29246,48075,25195,29254,48080,0.966,0.985432
glutamate,neuron7,17623,12001,LegNp(T2)(R),28779,33508,39663,28781,33485,39666,0.966,0.994211
glutamate,neuron7,17623,29759841660,LegNp(T2)(R),27174,31287,37445,27147,31269,37446,0.97,0.525375
glutamate,neuron7,17623,11483,IntTct,26147,31403,49469,26147,31393,49500,0.968,0.555768
glutamate,neuron7,17623,14630,LegNp(T2)(R),28796,33556,39546,28806,33569,39552,0.974,0.999999
glutamate,neuron7,17623,38395086178,LegNp(T1)(R),28454,33551,47924,28461,33564,47910,0.967,1.0
glutamate,neuron7,17623,12252,LegNp(T1)(R),27903,32746,51320,27882,32740,51308,0.965,0.999972
glutamate,neuron7,17623,10166,LegNp(T2)(R),29393,34350,39954,29413,34350,39932,0.962,0.565761
glutamate,neuron7,17623,34263090911,IntTct,26339,29334,43055,26345,29318,43058,0.963,0.999997
glutamate,neuron7,17623,30173762441,LegNp(T2)(R),27469,31673,37434,27470,31673,37456,0.968,0.999316
glutamate,neuron7,17623,39183802162,IntTct,26625,29322,49118,26641,29309,49095,0.961,0.999708
glutamate,neuron7,17623,10404,LegNp(T2)(R),28198,34995,37573,28178,34993,37578,0.964,1.0
glutamate,neuron7,17623,38363015811,LTct,25190,29342,48136,25194,29355,48147,0.979,1.0
glutamate,neuron7,17623,31818719103,LegNp(T2)(R),27671,31846,39600,27688,31859,39617,0.971,0.993888
glutamate,neuron8,19626,22306119682,LegNp(T3)(R),25357,21261,27948,25363,21257,27927,0.964,0.999999
glutamate,neuron8,19626,19451603140,LegNp(T3)(R),29009,24040,24661,29009,24022,24634,0.966,0.494335
glutamate,neuron8,19626,17403244140,LegNp(T3)(R),27415,24462,21782,27420,24472,21753,0.99,0.924435
glutamate,neuron8,19626,18700,IntTct,26067,25133,36956,26052,25124,36956,0.97,0.999998
glutamate,neuron8,19626,18700,HTct(UTct-T3)(R),26694,21139,28472,26709,21154,28481,0.966,0.999661
glutamate,neuron8,19626,19854958480,LegNp(T3)(R),30149,22653,25031,30174,22660,25035,0.962,0.967829
glutamate,neuron8,19626,22737861062,LegNp(T3)(R),27284,24608,28680,27286,24595,28694,0.974,0.999934
glutamate,neuron8,19626,32611013447,IntTct,26153,27967,40792,26167,27981,40807,0.969,0.941958
glutamate,neuron8,19626,19451519882,LegNp(T3)(R),28027,24156,24378,28038,24148,24342,0.961,0.450286
glutamate,neuron8,19626,19044740631,LegNp(T3)(R),28493,24505,23953,28504,24481,23981,0.962,0.385317
glutamate,neuron8,19626,22306120573,LegNp(T3)(R),25375,21300,28000,25387,21285,27998,0.967,0.99971
glutamate,neuron8,19626,10257,LegNp(T3)(R),25966,20482,26084,25982,20514,26104,0.971,0.276503
glutamate,neuron8,19626,29321060313,LTct,25466,27023,36640,25478,27006,36630,0.987,0.999604
glutamate,neuron8,19626,15995,LegNp(T3)(R),25766,20719,26728,25757,20727,26745,0.979,1.0
glutamate,neuron8,19626,13295,LTct,24069,27723,37623,24063,27733,37607,0.971,1.0
glutamate,neuron8,19626,21906459418,LegNp(T3)(R),26439,22787,27773,26428,22770,27753,0.97,0.795413
glutamate,neuron8,19626,22306120573,LegNp(T3)(R),25357,21261,27948,25387,21275,27979,0.964,0.34699
glutamate,neuron8,19626,22306117682,LegNp(T3)(R),25338,21403,27931,25341,21429,27918,0.969,0.92952
glutamate,neuron8,19626,10761,LegNp(T3)(R),25850,19883,25988,25844,19896,26013,0.965,0.854159
glutamate,neuron8,19626,14002,LegNp(T3)(R),25614,19821,25964,25626,19812,25961,0.973,1.0
glutamate,neuron8,19626,23537181109,HTct(UTct-T3)(R),25436,21600,29526,25420,21587,29526,0.979,0.999897
glutamate,neuron8,19626,20672131116,LegNp(T3)(R),30187,22338,26000,30210,22337,25995,0.962,0.930188
glutamate,neuron8,19626,12464,IntTct,28331,28496,39248,28320,28512,39256,0.962,0.945823
glutamate,neuron8,19626,14068,LegNp(T3)(R),25614,19821,25964,25614,19820,26000,0.973,0.611864
glutamate,neuron8,19626,19854957831,LegNp(T3)(R),30093,22715,24965,30099,22732,24963,0.973,0.999191
glutamate,neuron8,19626,29717266345,IntTct,25298,24883,37286,25284,24895,37283,0.974,0.999776
glutamate,neuron8,19626,21763,LegNp(T3)(R),30286,22633,25183,30326,22654,25147,0.972,0.459129
glutamate,neuron8,19626,14002,LegNp(T3)(R),27284,24608,28680,27295,24611,28710,0.974,0.704846
glutamate,neuron8,19626,32611013064,IntTct,26153,27967,40792,26145,27942,40807,0.969,0.57925
glutamate,neuron8,19626,32611012195,IntTct,26153,27967,40792,26115,27958,40783,0.969,0.489026
glutamate,neuron8,19626,10948,LegNp(T3)(R),25357,21261,27948,25360,21236,27927,0.964,0.370993
glutamate,neuron8,19626,18220419024,LegNp(T3)(R),27690,23860,22956,27698,23875,22969,0.971,1.0
glutamate,neuron8,19626,20661320653,LegNp(T3)(R),27513,20743,25928,27500,20759,25905,0.969,0.68626
glutamate,neuron8,19626,13691,HTct(UTct-T3)(R),25540,21798,31243,25526,21798,31230,0.977,0.978773
glutamate,neuron8,19626,11701,LegNp(T3)(R),26085,24201,31119,26102,24220,31113,0.981,0.999794
glutamate,neuron8,19626,17396093186,LegNp(T3)(R),26681,24094,22135,26664,24121,22123,0.976,0.712474
glutamate,neuron8,19626,12402,LTct,24938,27383,37961,24943,27398,37971,0.969,1.0
glutamate,neuron8,19626,23540684836,LegNp(T3)(R),25365,21629,29454,25353,21616,29460,0.973,0.999775
glutamate,neuron8,19626,24839,LegNp(T3)(R),26681,24094,22135,26667,24067,22107,0.976,0.255658
glutamate,neuron8,19626,23954571792,LegNp(T3)(R),24914,22285,29899,24923,22300,29910,0.979,0.998222
glutamate,neuron8,19626,153583,LegNp(T3)(R),27182,23510,21927,27196,23496,21924,0.977,1.0
glutamate,neuron8,19626,12821,LTct,25015,27303,37949,25033,27326,37940,0.961,0.579446
glutamate,neuron8,19626,24368431590,LegNp(T3)(R),24570,22699,30772,24540,22718,30748,0.964,0.479334
glutamate,neuron8,19626,10801,LegNp(T3)(R),27661,23881,23074,27653,23915,23083,0.97,0.877135
glutamate,neuron8,19626,13295,IntTct,26197,27955,40829,26182,27966,40835,0.962,0.999756
glutamate,neuron8,19626,16895,LegNp(T3)(R),29669,23660,24618,29690,23638,24599,0.967,0.562746
glutamate,neuron8,19626,13208,LegNp(T3)(R),27513,20743,25928,27508,20733,25905,0.969,0.930254
glutamate,neuron8,19626,10367,LegNp(T3)(R),25766,20719,26728,25741,20703,26724,0.979,0.919182
glutamate,neuron8,19626,23126864877,LegNp(T3)(R),25786,21829,28808,25820,21837,28831,0.972,0.25226
glutamate,neuron8,19626,20265310783,LegNp(T3)(R),30219,22769,25252,30230,22785,25262,0.979,0.991421
glutamate,neuron9,29383,28985348264,LegNp(T2)(R),30197,37789,36172,30199,37826,36147,0.967,0.273053
glutamate,neuron9,29383,31026430652,LegNp(T2)(R),29061,36107,38838,29058,36131,38848,0.979,0.999127
glutamate,neuron9,29383,31022972318,LegNp(T2)(R),30178,35485,38602,30161,35501,38583,0.963,0.82905
glutamate,neuron9,29383,30209298786,LegNp(T2)(R),29498,36635,37633,29488,36616,37626,0.971,0.999957
glutamate,neuron9,29383,10580,LegNp(T2)(R),30401,37027,31950,30379,37010,31930,0.965,0.382042
glutamate,neuron9,29383,10655,LegNp(T2)(R),29516,36761,37576,29508,36769,37555,0.975,0.997699
glutamate,neuron9,29383,11288,LegNp(T2)(R),28617,36830,38469,28619,36849,38484,0.973,0.986882
glutamate,neuron9,29383,14338,LegNp(T2)(R),29516,36761,37576,29550,36763,37587,0.975,0.99839
glutamate,neuron9,29383,30216296624,LegNp(T2)(R),28561,37684,37900,28561,37673,37938,0.977,0.991547
glutamate,neuron9,29383,10984,LegNp(T2)(R),30178,35485,38602,30200,35507,38599,0.963,0.661695
glutamate,neuron9,29383,30209181764,LegNp(T2)(R),27869,36843,37765,27860,36835,37753,0.97,1.0
glutamate,neuron9,29383,31422753629,LegNp(T2)(R),30575,34269,39226,30557,34252,39242,0.963,0.879149
glutamate,neuron9,29383,30612575659,LegNp(T2)(R),30178,35485,38602,30153,35479,38611,0.963,0.985639
glutamate,neuron9,29383,13791,LegNp(T2)(R),28562,37721,37837,28564,37706,37797,0.974,0.883551
glutamate,neuron9,29383,10984,LegNp(T2)(R),28956,36422,38717,28996,36406,38737,0.975,0.988976
glutamate,neuron9,29383,31422753699,LegNp(T2)(R),30666,34335,39195,30667,34373,39201,0.984,0.391124
glutamate,neuron9,29383,22132,LegNp(T2)(R),27964,33994,32302,27969,34017,32297,0.974,0.99979
glutamate,neuron9,29383,31433332538,LegNp(T2)(R),29990,35433,39448,29978,35450,39426,0.971,0.858831
glutamate,neuron9,29383,10930,LegNp(T2)(R),29061,36107,38838,29041,36097,38833,0.979,0.989357
glutamate,neuron9,29383,26526642703,LegNp(T2)(R),28654,38376,33215,28640,38382,33230,0.978,1.0
glutamate,neuron9,29383,31019437674,LegNp(T2)(R),30223,35323,38704,30224,35300,38732,0.972,0.515054
glutamate,neuron9,29383,30609087861,LegNp(T2)(R),30223,35323,38704,30183,35298,38700,0.972,0.686214
glutamate,neuron9,29383,30216338148,LegNp(T2)(R),29124,37792,38012,29130,37785,38036,0.969,0.999825
glutamate,neuron9,29383,25401,LegNp(T2)(R),28654,36858,38445,28646,36882,38451,0.969,0.958264
glutamate,neuron9,29383,26119749212,LegNp(T2)(R),27532,39025,32892,27503,39043,32876,0.966,0.342052
glutamate,neuron9,29383,23172,LegNp(T2)(R),28015,37223,37895,28001,37209,37878,0.967,0.969726
glutamate,neuron9,29383,27729407013,LegNp(T2)(R),28522,34282,34753,28515,34275,34771,0.972,0.999975
glutamate,neuron9,29383,11034,LegNp(T2)(R),27944,36932,37838,27941,36947,37846,0.969,0.999999
glutamate,neuron9,29383,29395622115,LegNp(T2)(R),29314,37765,36539,29298,37748,36502,0.973,0.982828
glutamate,neuron9,29383,30184457193,LegNp(T2)(R),28762,33198,37646,28750,33211,37671,0.978,0.732894
glutamate,neuron9,29383,29795448997,LegNp(T2)(R),29729,36513,37435,29704,36506,37429,0.97,0.997065
glutamate,neuron9,29383,12663,LegNp(T2)(R),29070,32494,37790,29046,32512,37788,0.967,0.999253
glutamate,neuron9,29383,10984,LegNp(T2)(R),29629,35821,39264,29607,35815,39245,0.966,0.670592
glutamate,neuron9,29383,11083,LegNp(T2)(R),29369,36552,37664,29369,36532,37655,0.965,0.999988
glutamate,neuron9,29383,14063,LegNp(T2)(R),28015,37223,37895,28004,37237,37890,0.967,0.999496
glutamate,neuron9,29383,27729406567,LegNp(T2)(R),28522,34282,34753,28491,34280,34771,0.972,0.695932
glutamate,neuron9,29383,31429793764,LegNp(T2)(R),29920,35420,39388,29881,35404,39376,0.963,0.244693
glutamate,neuron9,29383,29377897948,LegNp(T2)(R),28651,35119,36584,28656,35110,36608,0.974,0.999973
glutamate,neuron9,29383,11034,LegNp(T2)(R),28406,34660,34991,28416,34651,35008,0.967,0.999999
glutamate,neuron9,29383,12528,LegNp(T2)(R),28861,37301,37938,28886,37294,37958,0.972,0.563351
glutamate,neuron9,29383,12400,LegNp(T2)(R),30633,34386,39195,30648,34404,39197,0.966,0.806754
glutamate,neuron9,29383,28985310918,LegNp(T2)(R),29531,38125,36131,29544,38135,36140,0.982,0.999973
glutamate,neuron9,29383,12528,LegNp(T2)(R),29498,36635,37633,29502,36635,37660,0.971,0.973405
glutamate,neuron9,29383,29795369524,LegNp(T2)(R),29516,36761,37576,29556,36735,37566,0.975,0.388275
glutamate,neuron9,29383,10423,LegNp(T2)(R),28500,34532,37395,28508,34532,37368,0.983,0.892029
glutamate,neuron9,29383,28988845219,LegNp(T2)(R),29531,38125,36131,29542,38145,36115,0.982,0.914655
glutamate,neuron9,29383,25681129085,LegNp(T2)(R),28202,34623,32107,28205,34649,32101,0.983,0.907702
glutamate,neuron9,29383,30209297556,LegNp(T2)(R),29369,36552,37664,29377,36559,37637,0.965,0.95127
glutamate,neuron9,29383,31029925488,LegNp(T2)(R),28617,36830,38469,28596,36809,38473,0.973,0.853333
glutamate,neuron9,29383,12001,LegNp(T2)(R),29179,35972,37606,29178,36006,37637,0.983,0.202196
glutamate,neuron10,26314,10906,LegNp(T2)(L),15855,31182,39663,15835,31197,39639,0.971,0.455911
glutamate,neuron10,26314,12796,LegNp(T2)(L),17177,31638,32208,17186,31645,32194,0.963,0.998867
glutamate,neuron10,26314,30190507434,LegNp(T2)(L),15280,34457,37696,15261,34462,37713,0.971,0.965323
glutamate,neuron10,26314,31004142000,LegNp(T2)(L),15418,32912,38538,15429,32891,38531,0.98,0.961642
glutamate,neuron10,26314,31814239571,LegNp(T2)(L),15124,31499,39726,15120,31513,39707,0.963,0.641928
glutamate,neuron10,26314,12177,LegNp(T2)(L),16180,33159,39029,16163,33167,39019,0.979,0.988488
glutamate,neuron10,26314,25659079180,LegNp(T2)(L),17177,31638,32208,17192,31630,32194,0.963,0.999528
glutamate,neuron10,26314,30597325618,LegNp(T2)(L),15403,33381,38112,15417,33401,38104,0.962,0.998508
glutamate,neuron10,26314,10996,LegNp(T2)(L),16132,30717,40095,16131,30681,40112,0.967,0.530731
glutamate,neuron10,26314,23492,LegNp(T2)(L),15390,32017,38847,15400,32054,38857,0.969,0.211707
glutamate,neuron10,26314,30593790582,LegNp(T2)(L),15032,33250,38483,15021,33260,38452,0.969,0.538105
glutamate,neuron10,26314,30597325363,LegNp(T2)(L),15403,33381,38112,15372,33383,38104,0.962,0.403428
glutamate,neuron10,26314,28124701539,LegNp(T2)(L),16778,31942,35004,16767,31969,35020,0.971,0.64205
glutamate,neuron10,26314,12796,LegNp(T2)(L),16132,30717,40095,16111,30724,40101,0.967,0.968485
glutamate,neuron10,26314,16412,LegNp(T2)(L),16110,35842,32434,16096,35862,32451,0.967,0.281162
glutamate,neuron10,26314,26094076713,LegNp(T2)(L),15756,34994,32740,15738,35007,32750,0.976,0.979375
glutamate,neuron10,26314,26069394607,LegNp(T2)(L),16928,31911,32776,16961,31922,32758,0.979,0.266623
glutamate,neuron10,26314,14550,LegNp(T2)(L),16574,33812,38301,16577,33835,38325,0.97,0.696058
glutamate,neuron10,26314,28549051071,LegNp(T2)(L),14826,34285,35512,14843,34293,35539,0.968,0.421881
glutamate,neuron10,26314,30597406369,LegNp(T2)(L),16574,33812,38301,16563,33791,38266,0.97,0.347515
glutamate,neuron10,26314,10786,LegNp(T2)(L),15855,31182,39663,15888,31189,39656,0.971,0.528606
glutamate,neuron10,26314,30597447565,LegNp(T2)(L),16574,33812,38301,16582,33814,38330,0.97,0.847502
glutamate,neuron10,26314,31004103100,LegNp(T2)(L),14970,33317,38521,14952,33317,38547,0.964,0.568964
glutamate,neuron10,26314,13189,LegNp(T2)(L),16110,35842,32434,16129,35840,32432,0.967,0.9999
glutamate,neuron10,26314,25690880260,LegNp(T2)(L),16670,36001,32326,16655,35993,32338,0.969,1.0
glutamate,neuron10,26314,30165824209,LegNp(T2)(L),16352,30669,37583,16335,30629,37590,0.981,0.412077
glutamate,neuron10,26314,26094080511,LegNp(T2)(L),15756,34994,32740,15742,34979,32763,0.976,0.56981
glutamate,neuron10,26314,12177,LegNp(T2)(L),16423,33703,38529,16442,33703,38531,0.97,0.99425
glutamate,neuron10,26314,12082,LegNp(T2)(L),16589,34040,38211,16601,34040,38224,0.98,1.0
glutamate,neuron10,26314,31807250682,LegNp(T2)(L),16133,30669,40088,16140,30646,40061,0.972,0.647216
glutamate,neuron10,26314,30569221369,LegNp(T2)(L),17582,29541,38043,17596,29551,38053,0.971,0.999713
glutamate,neuron10,26314,30179899849,LegNp(T2)(L),15047,32694,37846,15075,32693,37844,0.973,0.596348
glutamate,neuron10,26314,31004142643,LegNp(T2)(L),14970,33317,38521,14966,33300,38553,0.964,0.420889
glutamate,neuron10,26314,10996,LegNp(T2)(L),16200,33283,38997,16193,33292,38983,0.968,1.0
glutamate,neuron10,26314,32217596999,LegNp(T2)(L),16133,30669,40088,16109,30679,40091,0.972,0.862371
glutamate,neuron10,26314,13788,LegNp(T2)(L),15418,32912,38538,15449,32887,38517,0.98,0.995773
glutamate,neuron10,26314,31004227056,LegNp(T2)(L),16200,33283,38997,16174,33301,39005,0.968,0.511362
glutamate,neuron10,26314,31004225279,LegNp(T2)(L),16172,33271,38997,16140,33247,38991,0.967,0.410738
glutamate,neuron10,26314,14063,LegNp(T2)(L),15208,34511,37779,15238,34485,37815,0.961,0.999735
glutamate,neuron10,26314,10458,LegNp(T2)(L),17677,30357,30403,17691,30396,30395,0.973,0.301396
glutamate,neuron10,26314,26486822830,LegNp(T2)(L),16875,32342,33116,16862,32369,33103,0.965,0.57671
glutamate,neuron10,26314,12082,LegNp(T2)(L),15032,33250,38483,15052,33252,38470,0.969,0.998937
glutamate,neuron10,26314,31004226710,LegNp(T2)(L),16172,33271,38997,16141,33256,39008,0.967,0.378633
glutamate,neuron10,26314,26904138946,LegNp(T2)(L),15127,33695,33948,15139,33689,33927,0.965,0.933526
glutamate,neuron10,26314,10528,LegNp(T2)(L),16574,33812,38301,16562,33837,38312,0.97,0.922269
glutamate,neuron10,26314,26182,LegNp(T2)(L),17582,29541,38043,17553,29522,38058,0.971,0.509055
glutamate,neuron10,26314,26182,LegNp(T2)(L),16779,34154,36855,16762,34169,36882,0.964,0.283516
glutamate,neuron10,26314,12796,LegNp(T2)(L),15347,32833,38698,15323,32820,38701,0.977,0.988255
glutamate,neuron10,26314,12796,LegNp(T2)(L),15390,32017,38847,15380,32032,38846,0.969,0.999604
glutamate,neuron10,26314,30590252549,LegNp(T2)(L),15418,32912,38538,15431,32916,38517,0.98,0.982663
glutamate,neuron11,27966,30534041566,IntTct,20362,24783,38269,20387,24777,38283,0.97,0.239812
glutamate,neuron11,27966,30951399009,IntTct,19430,25658,38810,19418,25696,38796,0.967,0.727807
glutamate,neuron11,27966,31768650231,IntTct,20123,25029,39952,20096,25024,39953,0.968,0.60367
glutamate,neuron11,27966,12821,IntTct,19061,26260,39940,19091,26269,39957,0.981,0.540989
glutamate,neuron11,27966,30537582929,IntTct,20378,24803,38205,20395,24808,38227,0.978,0.706766
glutamate,neuron11,27966,30955132379,LTct,21682,25959,38826,21698,25950,38834,0.973,0.990648
glutamate,neuron11,27966,19412,IntTct,19988,24745,37794,19990,24722,37800,0.973,0.96767
glutamate,neuron11,27966,10322,LTct,21204,26534,38775,21166,26513,38780,0.965,0.298832
glutamate,neuron11,27966,19752,IntTct,20452,25828,39580,20468,25818,39563,0.962,0.782277
glutamate,neuron11,27966,33423906127,IntTct,16439,26991,42002,16431,27003,42014,0.969,0.999698
glutamate,neuron11,27966,19752,IntTct,21275,25767,39195,21269,25787,39220,0.976,0.969067
glutamate,neuron11,27966,30537581619,IntTct,20378,24803,38205,20372,24818,38185,0.978,0.994734
glutamate,neuron11,27966,12145,IntTct,19744,23852,36061,19753,23821,36071,0.97,0.929309
glutamate,neuron11,27966,30120115947,IntTct,19871,24200,37897,19874,24161,37885,0.974,0.584492
glutamate,neuron11,27966,17519,IntTct,16937,26476,41623,16943,26471,41607,0.961,1.0
glutamate,neuron11,27966,17284,IntTct,20259,24497,37064,20247,24525,37059,0.964,0.83435
glutamate,neuron11,27966,100167,IntTct,19323,25018,38917,19319,25000,38910,0.971,0.999998
glutamate,neuron11,27966,31361833741,IntTct,20319,25269,39424,20330,25277,39436,0.971,0.999989
glutamate,neuron11,27966,16255,IntTct,19323,25018,38917,19340,25000,38910,0.971,0.999994
glutamate,neuron11,27966,17519,IntTct,18403,25483,39694,18408,25475,39711,0.969,1.0
glutamate,neuron11,27966,17078,IntTct,20599,24757,37850,20597,24776,37829,0.964,0.627087
glutamate,neuron11,27966,11525,LTct,21204,26534,38775,21218,26550,38780,0.965,0.99759
glutamate,neuron11,27966,13312,IntTct,20071,24183,37802,20053,24183,37802,0.971,0.999983
glutamate,neuron11,27966,15862,IntTct,20025,24720,37676,20055,24709,37664,0.966,0.296238
glutamate,neuron11,27966,30127185746,IntTct,19988,24745,37794,20021,24743,37800,0.973,0.604815
glutamate,neuron11,27966,11595,IntTct,17633,26147,42531,17614,26154,42533,0.973,1.0
glutamate,neuron11,27966,19238,IntTct,19537,25136,37815,19544,25164,37807,0.966,0.401547
glutamate,neuron11,27966,30548280105,LTct,21204,26534,38775,21212,26516,38790,0.965,0.999697
glutamate,neuron11,27966,19449,LTct,21226,26209,38853,21253,26205,38853,0.974,0.66224
glutamate,neuron11,27966,16824,IntTct,18158,25170,40255,18185,25171,40235,0.961,0.603288
glutamate,neuron11,27966,32603426501,IntTct,19272,26945,40797,19290,26954,40776,0.974,0.987709
glutamate,neuron11,27966,30123649613,IntTct,20025,24720,37676,20010,24700,37664,0.966,0.931481
glutamate,neuron11,27966,17519,IntTct,19430,25658,38810,19395,25644,38796,0.967,0.605874
glutamate,neuron11,27966,20018,IntTct,20259,24497,37064,20240,24502,37066,0.964,0.999766
glutamate,neuron11,27966,17519,IntTct,19762,27272,40614,19758,27290,40616,0.965,1.0
glutamate,neuron11,27966,32178843776,IntTct,18158,25170,40255,18152,25173,40294,0.961,0.252758
glutamate,neuron11,27966,25573,IntTct,19871,24200,37897,19855,24204,37885,0.974,0.999965
glutamate,neuron11,27966,17519,IntTct,17636,26136,42586,17611,26151,42575,0.969,0.67133
glutamate,neuron11,27966,13793,IntTct,17636,26136,42586,17624,26114,42613,0.969,0.352785
glutamate,neuron11,27966,19270,IntTct,20643,26257,42108,20631,26266,42119,0.965,1.0
glutamate,neuron11,27966,28672,IntTct,20596,25570,39141,20591,25588,39173,0.972,0.504791
glutamate,neuron11,27966,30947860705,IntTct,19334,25150,38882,19339,25174,38869,0.98,0.759169
glutamate,neuron11,27966,30548279684,LTct,21602,26601,38306,21589,26597,38308,0.967,0.445043
glutamate,neuron11,27966,30548278921,LTct,21602,26601,38306,21573,26596,38296,0.967,0.808498
glutamate,neuron11,27966,32603426983,IntTct,19163,26875,40728,19149,26861,40724,0.971,0.999999
glutamate,neuron11,27966,14719,IntTct,20281,25319,39446,20263,25345,39451,0.974,0.424383
glutamate,neuron11,27966,32603426499,IntTct,19163,26875,40728,19174,26849,40712,0.971,0.627196
glutamate,neuron11,27966,30947856769,IntTct,19334,25150,38882,19318,25172,38854,0.98,0.343639
glutamate,neuron11,27966,33423904880,IntTct,16439,26991,42002,16413,26965,41977,0.969,0.360684
glutamate,neuron11,27966,31361833582,IntTct,20319,25269,39424,20319,25256,39450,0.971,0.866951
glutamate,neuron12,23893,21560,HTct(UTct-T3)(R),28672,20362,38163,28662,20343,38133,0.971,0.544575
glutamate,neuron12,23893,31348505906,WTct(UTct-T2)(R),31519,23373,39671,31508,23387,39672,0.972,1.0
glutamate,neuron12,23893,10204,HTct(UTct-T3)(R),26385,21041,41041,26383,21027,41057,0.968,0.999999
glutamate,neuron12,23893,21560,IntTct,29753,27274,37842,29756,27253,37848,0.979,0.999672
glutamate,neuron12,23893,102250,WTct(UTct-T2)(R),32407,24606,39923,32425,24604,39926,0.965,0.999947
glutamate,neuron12,23893,10329,HTct(UTct-T3)(R),30330,21136,38155,30317,21159,38157,0.968,0.918766
glutamate,neuron12,23893,156605,HTct(UTct-T3)(R),30069,21562,38696,30086,21529,38704,0.976,0.497921
glutamate,neuron12,23893,155684,IntTct,30248,26627,37497,30221,26619,37499,0.968,0.86675
glutamate,neuron12,23893,12011,IntTct,29571,27247,37836,29589,27253,37848,0.974,0.999921
glutamate,neuron12,23893,12011,HTct(UTct-T3)(R),30086,22725,38804,30095,22703,38794,0.963,0.999215
glutamate,neuron12,23893,21390,IntTct,30129,27396,39310,30121,27394,39327,0.967,0.990753
glutamate,neuron12,23893,10329,HTct(UTct-T3)(R),30268,21125,38223,30282,21152,38219,0.961,0.661526
glutamate,neuron12,23893,10755,HTct(UTct-T3)(R),30067,22298,38991,30074,22314,39030,0.969,0.279663
glutamate,neuron12,23893,30145623967,IntTct,29520,27244,37819,29506,27231,37829,0.964,0.999993
glutamate,neuron12,23893,23563,IntTct,30073,28291,41079,30067,28311,41088,0.979,0.971699
glutamate,neuron12,23893,30110204633,HTct(UTct-T3)(R),29112,22243,37668,29124,22254,37669,0.973,0.99999
glutamate,neuron12,23893,10329,WTct(UTct-T2)(R),32059,24279,39200,32039,24275,39194,0.975,0.999987
glutamate,neuron12,23893,46457,IntTct,29571,27247,37836,29574,27227,37822,0.974,0.998148
glutamate,neuron12,23893,30510028655,HTct(UTct-T3)(R),30241,21093,38217,30229,21075,38227,0.98,0.997689
glutamate,neuron12,23893,33010796888,IntTct,26705,26290,41546,26689,26272,41536,0.974,0.883853
glutamate,neuron12,23893,30923920663,HTct(UTct-T3)(R),30072,21335,38767,30067,21363,38747,0.963,0.533471
glutamate,neuron12,23893,23755,WTct(UTct-T2)(R),31790,25724,40071,31800,25732,40029,0.963,0.427265
glutamate,neuron12,23893,10171,WTct(UTct-T2)(R),30759,23070,39922,30766,23083,39931,0.961,0.999964
glutamate,neuron12,23893,10042,HTct(UTct-T3)(R),26385,21041,41041,26401,21036,41036,0.968,1.0
glutamate,neuron12,23893,10171,HTct(UTct-T3)(R),30210,22640,38926,30228,22651,38934,0.969,0.999454
glutamate,neuron12,23893,30142086136,IntTct,29520,27244,37819,29522,27231,37799,0.964,0.637006
glutamate,neuron12,23893,10275,HTct(UTct-T3)(R),31245,20872,39028,31258,20857,39027,0.969,1.0
glutamate,neuron12,23893,12011,WTct(UTct-T2)(R),31790,25721,40041,31804,25715,40046,0.976,0.770436
glutamate,neuron12,23893,13593,HTct(UTct-T3)(R),30831,21997,37050,30813,21977,37044,0.965,0.962854
glutamate,neuron12,23893,31376725129,IntTct,30129,27396,39310,30113,27376,39283,0.967,0.52226
glutamate,neuron12,23893,10433,HTct(UTct-T3)(R),28000,21514,39385,27976,21518,39402,0.963,0.651156
glutamate,neuron12,23893,21628,IntTct,30271,27364,39090,30259,27352,39069,0.975,0.807749
glutamate,neuron12,23893,31758895812,WTct(UTct-T2)(R),31519,23373,39671,31521,23396,39654,0.972,0.978753
